Rating,Review,category
3,"Amazing phone but as the other reviews say, yes it has heating issues but you wonï¿½t get to know if you have a thick back cover.Battery life is average, not too good not too bad.Color is amazing, performance is really good. Doesnï¿½t hangs or lags. Video and Camera quality is good.Facial recognition has some issues though. Not happy with that functionality",mobile
5,This Product is awesome go for it.,home
5,feels good about it,fashion
3,The media could not be loaded. ?ÿVery nice ????????????????????? .It was good plastic,toys
4,The product is not at all baby friendly.I ve never written a review on any product but this one tempted me to do so.I ve attached a picture of the product. There s a sharp piece sticking out. Babies usually put all toys in their mouth. This piece would have injured my baby seriously had I not inspected the product for faults.,toys
3,I was torn between 3 and 4 stars for this book. I d give it 3.5 if it was an option. Went with four because I think it s a pretty good book that I d recommend reading  but there are several others in this genre that I think are better. Short book  well organized  easy to read. Not really anything that hasn t been said before. Took me a long time to get through as I let it sit while I read other books for long periods of time before I went back and finished it...,books
3,Ok type,toys
5,feels good about it,fashion
1,dirty ,home
2,bad response,books
2,delivery issues,mobile
4,My child loved it all lot,toys
3,The ideas are excellent  the presentation extremely dumbed down  as if for people who never read. This persists throughout  near as I can tell  although I m only about 60% done. Excessively repetitious  to a fault. How many times do I need to hear the same thing??? I m accustomed to more stimulating reading.,books
3,Fine,toys
1,I hate this product,home
3,It is better to buy offline. It already has scratches and plastic is also not of good quality. Due to lockdown if you do not have nay options  than only buy it.,toys
1,Bad experience,fashion
5,simply wonderful product,fashion
4,Useful purchase,toys
4,Good quality... helpful for child development.. colour combinations is good,toys
2,not having proper response when I am contact with director,home
2,unhappy with delivery response,books
1,"2 stars because seller is deceiving the customers by advertising it as 100% cotton. The fact is it is only 88% cotton and not 100%. You can buy real 100% cotton t's for the same or less price. Apart from this, fit and finish is also average.",fashion
4,Good,toys
4,,mobile
4,Worth it,toys
5,I love it,clothing
5,While there are some really fantastic detective fictions and adventure books already published in India  it is rare to see a police procedural set in Indian environment.  3 And A Half Murders  by author Salil Desai is one such book which is worth reading.The book is written nicely where characters are build gradually and their persona will leave it s impact on you throughout reading and even afterwards. If you love to watch movies starring Arnold Schwarzenegger or James Bond film series  you know how sarcasm and punchlines make the tricky situations also light weight.Here are some good pieces of writing from the book itself:Outside  in the drawing room  the man s body swung lifelessly from a noose of nylon rope  fastened to a ceiling hook. He obviously wasn t watching the programme playing on the sports channel  but the television is on.---Happiness is a journey. Begin that journey today. No advance reservation is required for this journey. Just board the train. Don t put it off  don t delay  don t cancel your ticket!---ƒ??only dishonest cops keep lockers. The honest ones are only familiar with lock-ups.---The book is good in terms of pace and even the characters are build nicely. Twists are coming at regular intervals in the book. Other good thing about the book is  it have avoided all kind of adult content  which otherwise is seen put by even some famous authors too.If you love crime thrillers and have appetite for police proceudrals  you will surely love to explore it.,books
5,Fantastic one,fashion
5,Very twisting and crispy story which holds on you till last. But I didn t get things go on so easy for police  they catch criminals so easily  it s just not the way Indian Police works(just kidding).It s good for one time reading. Just go for it.,books
2,Bad,toys
3,Nice product. Child very happy.,toys
4,Happy,toys
5,We have been using Phillips Induction for a long time. The last one gave service for seven years. This one is advanced and very useful.,home
1,unhappy with delivery response,mobile
1,Waste of moneyOld products selling by Amazon,toys
4,My kid enjoys assembling it,toys
5,Value for money  light weight and very comfortable.,fashion
1,very unpleasant,books
2,Not satisfied with colour,mobile
1,totally worst,books
5,constantly engaging  with twist and turns.,books
2,unhappy with product services,home
4,Soo delicate,toys
2,Mic/network lag issue,mobile
4,,mobile
1,Phone heat hota hai bina use kiye hi,mobile
1,waste of money,fashion
2,unprofessional delivery boy,fashion
4,I like this,fashion
2,I dont like It ..,clothing
5,Amazing,fashion
5,I m using this produt since 3 months it is really amazing lookwise quality wise performance wise I m happy to have it thanks Amazone as well as philips,home
5,Good book,books
3,If you are looking for some great secret to a better attitude you are NOT going to find it in this book. What you are going to find is a very well laid out plan to do what you need to do (and you already Know you need to do) to make your life better. That starts with improving your attitude.I think most of these types of books say the same thing just in different ways. Jeff Keller does it without coming accross as pompous or or promotional. I don t know if this will be the book that turns on the light bulb for you  but it certainly has helped me.,books
5,I bought an item on September 27th and it was not working properly.... So replaced the item on Sept 29th.Today Oct 20th  sparks came out of the induction stove and it tripped my entire shop connection circuit. Do not buy this item.... It might be from any seller.,home
1,Price is high than quality!!!,toys
4,Product is of a low quality plastic  as per quality price is high  if u dont have any option then u can buy,toys
5,Gripping,books
3,overall good product.. vibrant colours for toddlers.. however  stand has little sharp edge in the middle because of not good finishing.. but  it can be removed from knife.. ring are goods.. got in 109rs during the republic sale.. my 6 months baby loved it..,toys
4,The colourful rings attract the children easily. Good product,toys
2,dull colour ,fashion
4,Best Quality,toys
2,Cheap quality plastic.. Not recommended,toys
4,Good for kids above 8 month,toys
3,Product is good. Upper smile ???? also not tite. Automatically it is coming out...,toys
5,Nice products,fashion
4,Quality is good,toys
3,Nice product and value for money.Thanks Amazon for each n every genuine product....,toys
1,Didn't received protective case.,mobile
2,Even months baby can bend it if he press tightly.. Waste product..,toys
2,problems with product quality,books
4,I have visited many service Center no body is giving a proper response,mobile
2,The quality is really bad. I know it might be cheap but you are not getting anything for the money you are paying.,toys
1,waste of money,fashion
1,Bad quality plastic...very light weight ...easily fall off,toys
3,I bought it for 135 it s a good for money but I have spent on this...,toys
3,Good toy for more than 1 year old kid...Quality of the plastic is okay.,toys
1,not so good!!!!,fashion
5,It is comfort shoe for everything purpose,fashion
3,Good,toys
5,I am satistied,fashion
4,I ordered this on February 2020 it s only been 4 month of using now it s showing EO  while using induction friendly cook top,home
4,My kid loves it,toys
4,Just very very cheap plastic product,toys
4,Value for moneylittle small but happy at this priceMy baby love to play.,toys
5,Amazing,fashion
1,bad response,books
2,Very light weight,toys
4,Wow!!,mobile
2,not recommended,mobile
1,Value for money and light weight but packaging was not great,toys
3,you can buy it  but its need improvement,mobile
2,not worst and not best ,fashion
5,Amazing,fashion
1,Product is good but packaing  I really very disappointed with pacakging with this order.. Simply with amazon bar with transparent thick plastic cover only .. But product is good..,toys
4,Kids love it,toys
5,very good product,mobile
5,Very bad products... dont buy.. After 6 days my product is not working...Dear amazon kindy do better product to coustmours... plzz avoid bad compenies like this.....,home
1,Very disappointed. I bought this phone three months back and now battery drains so fast (80 % to 40 % within 10 mins).,mobile
5,Amazing,fashion
2,unhappy with delivery response,home
2,problems with product quality,home
2,colour is too bad,mobile
4,Remember when family indoor pastimes were card games and board games  and not TV/videos? Here s part of the return of card games for family and family-oriented dates!,toys
1,Mobile not working properly and hang problem 5 to 10 times in a day,mobile
4,I like it,toys
2,Don t buy.,toys
1,unfair,home
5,feels good about it,fashion
2,I never expect from you ,mobile
5,when nob is at 2nd position  only outer periphery of coil is burning. Rest on position 1 & 3 it is ok.,home
4,child Like to play with this product.,toys
2,Good,toys
1,Defected piece.,fashion
1,POOR QUALITY SOLE IS HARD,fashion
5,I ordered it for my cousin who became new parents.It worth every penny. They have kept it in their room s when their new born needs milk midnight they can simply cater to his needs w/o stepping out of room.They are extremely happy with this purchase.Highly recommend it as it come handy and is protable.,home
4,good product,toys
4,Great value. It s cheap plastic but that s all that s needed to enjoy the toy. It s good for toddlers above 2 or 3 years old,toys
3,Average quality,toys
3,Nice product for reasonable price,toys
3,Liked the book a lot I think it will really help me out I think I made a good deal,books
1,Very bad product,fashion
2,This is good after 17 months as my 10 month old started to throw it away,toys
4,Good for growing kids... practical learning,toys
4,Good choice,toys
4,Nice toy for my one year old son,toys
4,Some unexpected twists. But felt like too lengthy. Overall worth reading if someone is looking for a good murder mystery.,books
5,Very boring,books
4,Awesome product at this price,toys
4,Puzzle is good but price of 289 is not good.,toys
5,I am writing this review after using product for 9 months.... Within 9 months this product stopped to work for more than 7 times and I have to frequently repair it. You will have to throw your half cooked food if you don t have any alternate option to cook food.Pleas ego for other product if you want to cook food Hassel free.Very bad   the worst product I have ever bought,home
2,Value for money,toys
5,I bought this product as it is an upgraded version from the HD 4928 with improved heating mechanism. The best thing about this is it works with literally any type of induction base even if the base is a bit uneven. The prestige induction we had earlier was not able to heat up the induction base which it heated. So thumbs up for that. Also the pressure cooker  water boiling  milk boiling feature is very fast compared to the prestige one I had earlier.Cons is this E7 ERROR.When I purchased for the first time this E7 error popped up after using it for 5 minutes. Then as soon as possible we returned it and the replaced product which we got is working gorgeously touch wood since one month. Maybe the first product which we got was defective or pirated copy version of this. Make sure you buy this product from a good seller.,home
5,I surprised that how the Prestige company (TTK) gone so low in producing average quality products. My earlier product after 10 years of its use is still works perfectly than the product which I buy now from Amazon. Perhaps Amazon is selling low quality products online procured from prestige company. Please stop this type of cheating to Indian Customers.,home
1,Comparing the quality of the product the price is too high.. ok ok types product.,toys
5,i phone matlab i phone,mobile
1,I hate this product,fashion
4,My 2 yr daughter absolutely loving it.,toys
4,Value for money,toys
1,I hate this book,books
5,I love it,fashion
1,not great,fashion
4,Its very good. But speaker sound quality not good.,mobile
1,frustrating,fashion
5,wow nice quality and product,fashion
2,Quality of shoe is not good,fashion
1,Worst mobile ever! Autoruns and slow down after 3 months of use. I'll never recommend this to anyone! Do a favor buy anything but this mobile,mobile
4,I was torn between 3 and 4 stars for this book. I d give it 3.5 if it was an option. Went with four because I think it s a pretty good book that I d recommend reading  but there are several others in this genre that I think are better. Short book  well organized  easy to read. Not really anything that hasn t been said before. Took me a long time to get through as I let it sit while I read other books for long periods of time before I went back and finished it...,books
1,Quality of shoe is not good,fashion
4,Good,toys
3,Very nice  multicolour attract kids,toys
5,Nice,fashion
1,The product quality is not upto the mark...,toys
4,Brought this in.August when my son was seven months old and he us playing with it ever since.. Initially he used to take out all the rings but over the last month he has been aiming to aim the rings back into the rod... Satisfied and it s totally engaging ???,toys
1,Not good,fashion
1,low performance,mobile
3,My son really enjoy with toy,toys
2,unfair,mobile
5,This is my first induction cooktop. But it was very easy to use. With the preset cooking buttons the job was very easy for a amateur like me. 1200w is powerful enough for boiling 1 ltr water in 2-3 minutes. Consumes 5A at max power so it can be easy used on domestic 5A socket.,home
5,It s good but not reliable for long term bought it in October 2018 and it stopped working in August 2019. will not recommend it.,home
4,Good,toys
5,I love it,fashion
1,Not working at all,mobile
2,not happy,home
1,Worst mobile ever! Autoruns and slow down after 3 months of use. I'll never recommend this to anyone! Do a favor buy anything but this mobile,mobile
2,don't expect anything from this product,fashion
4,Good one,toys
4,Super phone .....,mobile
1,Dislike and return back.,fashion
2,Its not at all friendly for infants  it has sharp edges  it hurts when kids keep in mouth..,toys
1,Product is not good,fashion
1,Very boring,books
2,shocking ,fashion
3,Ok. Not bad not good. Ok for baby to play. No sharp edges.,toys
4,,mobile
4,cost is very high and no standard packing,toys
5,Very bad experience...I thought brand like prestige would be reliable but I was wrong.used it only for 8 months and suddenly one day it stopped working.got repaired it for more than 5 times back to back but only wasted of money and time..really dissapointed,home
5,Very light weight and comfort.. ,fashion
5,Very poor quality and very poor service from prestige. Within one year it ceased to work 4 times. The service of the company is very very poor. I would think 10times to buy prestige products next time. I bought a prestige non stick tawa  and the non stick coating got damaged within one month and the handle broke within two months of use!!,home
5,Interesting....Keeps to cling to the book ...,books
1,low performance,mobile
3,Climax amazing but in between felt little boring compared to other of his books,books
4,Nice product  quality is so so. Little bit expensive as per quality. Light in weight. But its upper ball size cap is too loose that s y my baby can not put it hold from the top.,toys
5,This product has issues with the timer. It automatically puts it self off within 5mins and make beeping noice.,home
2,I hate it,mobile
2,Outside look good but not comfortable  low quality  ,fashion
1,not cool ,fashion
3,Cheapest quality ever. Cheap quality plastic used. Base doesn t stand still. Tower keeps falling. Dont buy. Not value for money.,toys
2,Good,toys
1,services are very bad,books
2,"Don't buy , This mobile has blinking issue.Poor sensitivity.",mobile
5,THEY ARE VERY GOOD..MUST BUY IT,fashion
5,It stopped working after a month. Warranty is of no use as they don t have any customer care number. You will need to write an email to the. They will then share their local engineer s number. The engineer will charge you 150 rs for the visit. Have a back up because the whole process will take 3 months.1 month to register a complain.1 month for engineer to visit your place.1 month or a half to get the faulty part replaced.Buy at your own risk.,home
1,estimation are not reached,home
4,Battery performance not good,mobile
5,Its very bad.. It stopped..... It does not work... So i want to return it.. Please contact me 9084383938,home
1,features is not good ,mobile
5,Nice product...,fashion
5,feels good about it,fashion
5,It was working well and good for exactly one year. My warranty period ended on 24th November 2021and the product stopped working on 6th December 2021. If this is the quality Prestige offer  DON T BUY IT. The last induction cooktop I bought was of a local brand and 4 years without any fault  then some repair and another 2 years. This can t be trusted  guys.,home
4,Superb camera for the price. Superior colors and good edge detection in portraitsVery good choice for non gamers.Battery is good but not worth the heft of 6000mah. Speakers are average. Always on display gives a real premium experience,mobile
2,not worst and not best ,fashion
4,Box consist of only two puzzles.,toys
5,I had phillips and it is difficult to cook chapathi or to deep fry due to its auto cut off. This pigeon is not as quality as phillips  but it does its work perfectly. It gives the sufficient heat for cooking chapathi and for deep fries. If we can cook a chapathi on a induction stove in less than 1 minutes  then that induction stove can cook any thing fast and tasty. I tried many induction stoves. This model is little less in quality and looks wise. But for cooking it does perfect work.,home
2,Not satisfied with colour,fashion
2,No proper packing  no thickness  very light and dull looking.,toys
2,Not good for kids  quality and finishing both are very low. But my baby like this.,toys
3,This is a short read  but packed with great information on how your attitude affects your life. Jeff s approach is clear and concise. There s no fluff in this book. I pick it up at least once a week and read different parts of it. Every time I do it helps remind me to keep my attitude in check.,books
4,Light weight,toys
4,Wonderful product! Very easy to use and very efficient. I am perfectly happy with this cooker and would gladly recommend it to others.,home
5,It s giving shock. It s dangerous for cooking. It should be made shock proof.,home
2,I hate this product,mobile
5,The performance of this induction started deteriorating and while new 500 ml. refrigerated milk was taking 1.5 mins to boil and in just after a year it is taking 3 minutes. Philips is selling china assembled product of inferior quality in India to cheat it s customer. Very upset with the performance of this product. It s complete waste of hard earned money.,home
4,Very Good,toys
2,problems with product quality,books
4,Good  but light weight. Worth for money for below 2year baby,toys
4,Device is better but according to device quaility price high,mobile
2,bad sevices I never expect this,fashion
1,waste of money,fashion
1,Very good in performance and camera.Display is awesome & absolutely amazing,mobile
1,Not worth buying,mobile
5,The PRESTIGE PIC20 INDUCTION COOKTOP has glassy finish ceramic plate. All Indian dish menu option is available in this cooktop. There is no damage while delivery. The package is fully protected with strong cartoon. I bought it in RS1400 which is very profitable with this honoured company. It is better than pigeon induction cooktop. It is also power saving by automatic voltage regulator  cut off after no longer use and consumers only 1200 watt of energy.I advise you all who see my review and think to buy  then I preferred to you all to buy only this prestige PIC 20 induction cooktop. I am rating this product with 5 star because it is best in the market at this price and value for money.Be helpful for review,home
3,"Hi,I am using I phone 11 128 last 3 months.Camera - In sunlight photos is excellent but in nigh or in party light photo is not so good.Battery - After 3 months of use battery health came on 99% and with in 1 an hour battery can full charge with original iPhone charger and run for completely 24 hours. Note - I am not a gamer.Style & Performance - As expected from apple product ï¿½Excellentï¿½.No heating. No lagging. No hanging in my I phone.Overall worth it and go for it.",mobile
3,"Really good device with great looks and screen. camera is quality is really bad, do not trust online reviews. Can't game on this.Buy for light use and older generation people.",mobile
2,dull quality,fashion
1,i hate it ,mobile
1,Not worth buying,mobile
4,Best Product For Your Little Baby. I like it and delivery and packing also very good,toys
2,Not satisfied with colour,home
2,delivery charges is too high,home
5,It is having good menu and off timer but the heat input control is based on automatic repeated on and off duration depending on menu (not on amount heat input). It always input full blast power with different duration and cycles for different menu to meet / compensate near possible suitability. For example if we select Keep Warm  it will be on for 1 sec for every 10 sec approximately  at full blast  due to this  in case of water  it will try to boil with bubbles near bottom of water for that 1 sec for every 10 sec. Further the area of heating is concentrated from inner dia of 100 mm to 140mm approx  hence it is not uniform. Not only that it heats the water in the contents of bowl   NOT the Bowl  which is slow in reduction of non uniform heating. However the plus side is low in heat wastage  means high in efficiency.I have returned it  as it was unable to maintain the water temperature at 60 Deg C in Keep Warm mode as specified   but it was making it to 85-90 Deg C as above ( full blast heating for 1sec etc) .If we select 70 Deg C in Deep fry mode (less than 70 Deg C is not provided)   it was heating to 85 Deg C and restarts heating if it falls below 65 Deg C approx  but with full intensity while heating.I anticipated this and purchased low power 1200w model but the principles and design at least of this model may not be suitable for given menu.Even coil type heaters or gas stove will also face non uniform heating issues   but when we use thick bottom such issues will be minimised as it heats the body of bowl thus conduction takes place which is faster.I feel due to the above limitations it may be acceptable to grevy type items.Updation on 01.02.2020.Infrared type like Wonderchef Easy Cook or Cello blazing 500 or 400 (other models are non infrared or induction type) have better control on temperature and uniform heating but at present they are costly. However they are also suitable to maintain 55 degree Celsius constantly.,home
1,Not that much quality ...but ok to play,toys
2,Mobile not working properly and hang problem 5 to 10 times in a day,mobile
4,Good,toys
5,This product is worth for money .but we have ordered small size so we have to return it .But it is best acc to prize,fashion
5,Very gripping and well thought out a taut plot-line ! Hats off to the writer . Pls write more such books !,books
2,Bad experience,fashion
1,not so good!!!!,fashion
5,Amazing,fashion
2,Poor quality  Have ordered for my 5 Month old baby.,toys
3,Ok,toys
1,Product is good but packaing  I really very disappointed with pacakging with this order.. Simply with amazon bar with transparent thick plastic cover only .. But product is good..,toys
1,stupid,home
5,Worst product,fashion
4,Ok,toys
1,grotty and dirty,mobile
1,Very small in sizeAmazon charged more money (172) than the actual price (Rs 139) of this toy,toys
4,Not great,toys
4,Nice product,toys
5,I am satistied,fashion
5,Very good product  got only for Rs. 1‹?ƒŸœ2‹?ƒŸœ9‹?ƒŸœ9‹?ƒŸœ..... Some times   it automatically has blackout... Got scared that it s has problems but after sometime it itself started working again....Advantages:*. Got for only 1299.*. Works nicely.*. Not much bill.Cons:*. Stops sometimes automatically.*. Don t know the reason of stopping.If you want a small budget induction You can close your eyes and go for it.?????????????,home
5,wow nice quality and product,fashion
1,I am not satisfied,fashion
3,This book was certainly worthwhile and enjoyable. There was not a lot of new information  but I thought the author did a good job of summarizing and presenting the information. The contents was certainly very upbeat and good for anyone in a slump.,books
2,My daughter like it so happy????????,toys
5,Fantastic one,fashion
4,Good product in terms of quality and price ( ƒ??108.00 ),toys
4,super,mobile
3,The product missed its smiley head... I realized this later and by then had disposed off the packing material. I need an wxplaination. Quite dissapointed.,toys
2,Product wise price is too high...plastic quality is not good...,toys
1,Money worth it  useful  attractive and coloured,toys
5,Item missing,fashion
5,Thoroughly enjoyed reading the novelâ€¦ amazing twists and turns in the plotâ€¦ made me feel I was on a roller-coaster! The exchanges between Inspector Saralkar and his deputy  Motkar  as well as the exchanges between Saralkar and his wife bring the characters to life  strike a very personal chord and almost makes me want to meet up with the gruff inspector. Having read all of the author s earlier books  as with the earlier books  this book too leaves me yearning for more...,books
4,Best product for 6 months and above child. The colorful stacks attract the child. A bit expensive as we get it cheaper than this on market,toys
5,Fantastic one,fashion
5,Light weight & design,fashion
3,Cheap and best,toys
3,"Really good device with great looks and screen. camera is quality is really bad, do not trust online reviews. Can't game on this.Buy for light use and older generation people.",mobile
2,Quality is k but may worth for 60rs that s all . I felt simply paid double amount,toys
2,not recommended,shoes
1,Very bad product,fashion
3,2 toytrend junior smiley aa gye hai mujhe 1 return krana hai,toys
1,funny  toy,fashion
2,I dont like It ..,home
5,It is nice products,fashion
2,Product is not worth the price.Its a Rs50 toy.Cheap quality plastic used to made it,toys
2,Not comfortable,fashion
1,Very Bad quality  plastic is of third quality please dont purchase,toys
2,bad response,books
4,Product quality is not goodFlimsy plastic dents formed on day 1 of playThere are sharp edges on the tower i had to put tape so that my child won t get hurt as they have a habit of teething everything. Cheap price cheap product what you pay is what u get,toys
2,low quality,toys
2,dull colour ,home
4,OIS and processor winner,mobile
4,,mobile
2,unprofessional delivery boy,home
4,Value for money,toys
2,repairing issues after using 3 months,books
4,Good at price. Of 100 to 120. (but MRP= 139/-)Plastic  material above average.Best fit for 1year baby.But Reccoment this while compared to other same products.,toys
5,I love it,fashion
5,Best Entertainment Book,books
1,unhappy with delivery response,fashion
4,Very good,toys
5,Like.Use for Gym.,fashion
2,repair in the product without reach the guarantee measures,mobile
3,"Really good device with great looks and screen. camera is quality is really bad, do not trust online reviews. Can't game on this.Buy for light use and older generation people.",mobile
4,I buyed this product in Aug 2020 and and it s not even a year and I am calling third time to customer care of Philips for its repairing. Product is very user friendly but it s inbuild quality is very poor.Also the way they handle their customers is pathertic. They don t care what challenge you are facing.Now I am stucked as amazon refuses to return the product. Philips refuses to return the product and after its warrenty if it get broken again  I will left with no choice other than paying Philips again.,home
4,Good,toys
1,unhappy with delivery response,fashion
2,puzzle is so easy and very boring,fashion
1,I hate this book,books
4,This has become our new family Uno game. I usually like play with 2 players but this game makes it fun with 4 or more.It took a while to get used to naming the colors but it only slowed down the game very little.I even bought a case to make it easy to travel with. Now we can play original or Flip Uno wherever we go.,toys
3,Good product but costly,toys
4,Gud,toys
4,Valuable,toys
2,bad,toys
5,Worst product I have ever used  It tooks 45 mins to cook rice and 50 mins for vegetables. You will only be able to cook in 1000 watt. If you increase it will continuously pause and play automatically within a very short period of time. Therefore it takes huge time to cook. Absolutely disgusting product. Please never buy.,home
3,Nice product,toys
2,unhappy with delivery response,home
5,Excellent one,fashion
3,Not better than little junior brand product which I brought earlier.. OK OK product but not bad..mets the purpose,toys
2,Phone is very slow...battery drain very fast,mobile
1,Defected piece.,fashion
1,Worst product don't buy from this dealer. Buy genuine products from iplanet. Just now got it found defective.,mobile
4,Nice product,toys
1,The product quality is not upto the mark...,toys
3,This book begins very positively! However I have one issue with the writers choice of words on page 43  Cotton picking minute . This is insensitive to black people reading the book.,books
5,It can go idle after 5 mins if you put any utensils for a longer time you need to keep eye on it.It cannot go below 80 degree of temperature.When you start it ...the default temp is 1000.Everything else is good.I m reviewing after 2 weeks of use,home
1,Not worth to price,toys
1,waste of money,fashion
2,Good for kidsbut high pricE.,toys
2,problems with product quality,books
5,Value for money,fashion
3,My daughter loved it. M happy,toys
4,This is a light  simple twist on classic Uno.,toys
2,Quality is poor,toys
5,Very useful product. Nice build quality. Good safety functions  amazing value for money  working perfectly fine for the last 6 months. Many cool functions like milk boiling. It controls the power just before the milk is about to spill out. You can make maggi at just 160 watts. Very flexible power options. Sturdy. Just a must buy for hostel students.,home
5,I am using this from past 9 months . No problems faced .As mentioned based on its configuration of watt the heating might be little slow. Other than that it s worth .and for bachelors it s very useful product. Thanks Amazon and prestige.,home
1,Price is too high,toys
5,feels good about it,fashion
1,I was expecting a good quality but was not much impressed by the product too small and not that good quality,toys
5,This book is truly a masterpiece in crime thriller genre.It s very very very gripping and interesting. The story will not let u go until u finish it.It has the most unpredictable climax.This book impresses the reader from the beginning to the end.It is a must buy no doubt.,books
5,This book is really hard to get through boring plot  predictable and unnecessarily lengthy,books
3,Attractive one for kids especially at an affordable price,toys
4,Better,mobile
2,delivery charges is too high,books
1,I hate this product,mobile
1,Very low quality product.This type of product is not acceptable by Amazon,toys
5,The book is another brilliant work of Salil and his thoughts and is refreshing! . Most recommended and looking forward to such wonderful books in time to come.,books
1,I hate this book,books
1,very unpleasant,mobile
2,Poor quality hollow plastic rings,toys
2,I was expecting a good quality but was not much impressed by the product too small and not that good quality,toys
1,Worst product ever seen  after 10 days it s started firing  entire room become shutdown  the chair where I kept induction that wire got fired  plug point also damaged  dont buy this product  previous comments usyomers wrote worst product  I ordered blindly for emergency  its my request to amazon to remove these kind of products from your website. Don t waste your valuable customers time.,home
2,not worst and not best ,fashion
1,Very boring,books
5,I had used an old version of similar model. It was very quicker than this one with same power selection. The warm mode was perfect in the old model  but this one keep boiling in warm mode. I think Phillips is going backward in their technology.,home
5,hi i have purchased it  but within 15 days body has been cracked  i discussed with customer care of pigeon but they are not supporting and demanding 500 rupees to repair it  then what is the meaning of one year warranty??please never select pigeon product.,home
2,problems with product quality,mobile
3,Excellent product.. light weight  nice colour good finishing..my lo loved the product.. thank you ????,toys
2,Battery doesn't seems adequate power like 6000mah. Its drain faster,mobile
4,You won t play regular Uno anymore once you try this....Guys  this is a really fun  fast paced game. Although it takes a few plays to understand all the specialty cards  and at times it can get a bit tricky  once you read the rules and play a few times  you get the hang of it.Inexpensive game  easy to travel with it   easy to learn and you can get several games in if you only have an hour or so to play,toys
2,Medium quality,toys
2,Plastic quality is average. Not worth for money but my son enjoying playing with that this toy,toys
4,worth buying,toys
4,"I bought this a few weeks ago from Amazon. The packaging that it came in was tamper proof, so that was good. If it had been tampered with, you will know.The phone itself is good. 64 gb should be enough if you don‹¨«t store movies on your phone or take a lot of pictures and videos and don‹¨«t game. Out of the box you have around 40gb free. The display is good, battery life is excellent. It‹¨«s a well engineered phone with quality components on the inside. The gps lock on during map use is also fast and precise. I‹¨«ve got no complaints with this phone.",mobile
5,Good plot and base. But the climax seems to be hastened. Nevertheless  a good read.,books
5,I found the worst product on Amazon  induction stopped working within 19 days from purchased date  on top of that i got the service after a month which is badest experience i have ever.truely saying don t even go through from here.,home
5,wow nice quality and product,fashion
3,It was kinda loose  like it s a good cube but not at all good for speed.,toys
2,don't expect anything from this product,fashion
1,Product is good but packaing  I really very disappointed with pacakging with this order.. Simply with amazon bar with transparent thick plastic cover only .. But product is good..,toys
3,Product is good and value for money. But product was visible outside as it s packed by transparent cover.,toys
5,Its nice and convinient to use. Temp is all preset for every need. Great performance. Ordered for my maid. She liked it.,home
2,Mic is not working properly after use of 20 days,mobile
5,I was going to Return the product. And here I gave 4 stars. Actually the product is worth all the 5stars but the only problem is the Manual that comes along. It is not at all informative  I could not use the product by reading it and accidentally came across the information mentioned behind the product which enabled me to use it properly. So go for it but dont rely on the manual.,home
4,Nice,toys
2,bad response,fashion
2,very unpleasant,mobile
5,Light weight  Value for money..…ø?…ñ?…ø¦…øø…ñ …ø?…ø?…ø?…ñ?,fashion
3,The media could not be loaded. ?ÿProduct is good but very very small. Could have mentioned it in description. Plastic is also not great. Very average material.Should be priced 50.,toys
1,boring game,fashion
4,Good,toys
2,bad sevices I never expect this,fashion
5,I use it only for making my breakfasts because rest of the meals are cooked by Mom ???This is a good product for all purposes  you need to ensure you have the correct cookware and follow basic safety protocols (to avoid injuring yourself or the device),home
1,Don't buy from their its Heating badly,mobile
5,Very poor and cheap quality,fashion
5,It started showing some troubles immediately on Day 2 of use. I tried again and again  but NOt fully satisfied with product.I asked a return  but delivery agent denied to accept the cooker back saying it was used.How can I understand that it was faulty without using it ?Stop recruiting fools as delivery agents .,home
3,My daughter s favorite toys.. She like it,toys
5,amazing,fashion
1,It's Worst lot of network issue,mobile
3,Good but price could be more low.,toys
5,It become sellwpry after sime time,fashion
1,Price is too high,toys
4,Dont buy,toys
4,Brought this in.August when my son was seven months old and he us playing with it ever since.. Initially he used to take out all the rings but over the last month he has been aiming to aim the rings back into the rod... Satisfied and it s totally engaging ???,toys
5,The product was not functioning as it could not turn on... when the product was plugged in only the beep sound but doesn t turn on and neither of the function working... very bad product experience and now I ask for to return the product..Updated on 1st October 2019The product was replaced and this product is working fine as soon as it came out of the box..thank you amazon for the quick replacement.,home
4,Likes it s great,toys
2,unprofessional delivery boy,fashion
3,Often my mobile gets switched off . Why is it happening like this ? Why canï¿½t u provide a good product to us ?,mobile
4,I will recommend,toys
3,Its an average ,mobile
1,Not at all good,fashion
4,Without box packing  good finishing.Good for under 3 years kid s!,toys
3,Nice one but excepted has rubber came out as plastic... But still nice product for price..,toys
2,I dont Why But there is some problm in this phone it shows Weak SignalsI wish i could exchange itPlz Amazon help me with itIt is under warranty Kindly check the issue,mobile
1,late delivery,fashion
1,features is not good ,mobile
4,If you are looking for some great secret to a better attitude you are NOT going to find it in this book. What you are going to find is a very well laid out plan to do what you need to do (and you already Know you need to do) to make your life better. That starts with improving your attitude.I think most of these types of books say the same thing just in different ways. Jeff Keller does it without coming accross as pompous or or promotional. I don t know if this will be the book that turns on the light bulb for you  but it certainly has helped me.,books
1,Product colour is not matching as shown in the picture... and product quality is very poor....,toys
5,very reasonable ,mobile
